imagen,dist_manos,ancho_caderas,ancho_rodillas,ancho_tobillos,alineacion_tronco_x,simetria_rodillas_y,simetria_manos_y,clasificacion
img1.jpg,0.41189988093028373,0.9797183807006217,0.6321775437328023,1.5163439754351715,2.6708940295709738,0.2961708209679758,0.11873065904872013,INCORRECTO
img10.jpg,2.4367586088078284,0.7192417687138076,1.1548339748697798,3.4900291442758644,1.5798502883167747,0.8868956594666835,2.436492504055325,INCORRECTO
img10_aug1.jpg,4.582122857159255,0.28166533892613255,1.4626990731763232,2.1086556571970743,0.6015319267229171,0.6309744543413175,1.7025361438522653,INCORRECTO
img10_aug2.jpg,2.7717940242999077,0.20995682359610965,0.29034393533347286,0.3795436087046219,0.04164844407949029,0.28695357850307884,2.7668059706185875,INCORRECTO
img10_aug3.jpg,0.5886377089026795,0.5243147938926852,0.7167160579189238,1.0082504065035112,0.39211670850994707,0.32533065039045206,0.5239359980428162,INCORRECTO
img10_aug4.jpg,1.0516377842849867,0.4501767797258185,0.43054810953076733,0.44458471800978855,0.05576474239541884,0.421068519352799,0.9866977150793482,INCORRECTO
img10_aug5.jpg,0.10710525434535961,0.3996004348519186,1.4141255756933888,3.6631246288758668,1.7282013174680222,0.9440581958947076,0.10283716549413102,INCORRECTO
img11.jpg,7.4397469616960255,0.3292683380907563,0.6237922625755518,0.22195385260697315,2.858357601595833,0.5039747839391208,0.6283592243463484,INCORRECTO
img11_aug1.jpg,1.4187928448514493,0.7644200717515521,1.1278440818631421,0.852323264267239,8.153698426539451,1.0412036658279846,0.881514311941222,INCORRECTO
img11_aug2.jpg,5.289339621252392,0.16731907660333042,0.5273004569924802,0.6635921319712313,4.3194874837166,0.5031475031845866,0.9404903014853958,INCORRECTO
img11_aug3.jpg,6.491012047638959,0.13435869814947293,0.5552723641244762,0.8446984158180032,5.359900139929197,0.4548040116619353,1.6204928947856492,INCORRECTO
img11_aug4.jpg,3.502338587620028,0.9808201146488594,1.4880835384025033,1.701880611210347,13.153992837928822,1.3930545885309398,0.9389603996364386,INCORRECTO
img11_aug5.jpg,7.947622476972693,0.2857753214487328,0.6169588751150364,0.4328058099259431,4.159822597587969,0.5247949685712041,0.5810610294679152,INCORRECTO
img11_aug6.jpg,5.0177884006145055,0.3282718896981728,0.7360330982202613,0.2998922229824961,2.523292678323855,0.633447903454321,0.08809998905388151,INCORRECTO
img11_aug7.jpg,1.425331388639314,0.3223206279636889,1.1118108227678418,0.7737826062146208,8.197797993258519,1.0019754521968072,0.795237357507861,INCORRECTO
img12.jpg,1.087989623241279,0.565836469299284,0.6187517756073238,1.3296160403802104,1.2392789484791962,0.6076117835723622,0.5689972166092097,INCORRECTO
img12_aug1.jpg,1.508425365348836,0.5710122635746114,0.7517000452794411,1.3581813231705513,1.1320694308683743,0.5952801425329924,0.7354534731106134,INCORRECTO
img12_aug2.jpg,0.9550403061818187,0.5831348295300596,0.7563860175115737,1.4422753652462958,1.186386188003178,0.5604684280312856,0.2319319039671496,INCORRECTO
img12_aug3.jpg,0.9413439734692817,0.5813344527697606,0.7825101609742351,1.1503366565329562,1.2457877882423745,0.6439312533890417,0.3404799707863352,INCORRECTO
